ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
26,Sonora,001,Aconchi,0000,Total del Municipio,2389,2109,1974,1838
26,Sonora,002,Agua Prieta,0000,Total del Municipio,84152,72058,66587,61265
26,Sonora,003,Alamos,0000,Total del Municipio,23132,20007,18634,17269
26,Sonora,004,Altar,0000,Total del Municipio,8661,7336,6736,6105
26,Sonora,005,Arivechi,0000,Total del Municipio,1093,959,894,846
26,Sonora,006,Arizpe,0000,Total del Municipio,2617,2315,2172,2046
26,Sonora,007,Atil,0000,Total del Municipio,588,526,495,462
26,Sonora,008,Bacadéhuachi,0000,Total del Municipio,928,837,783,735
26,Sonora,009,Bacanora,0000,Total del Municipio,693,614,582,558
26,Sonora,010,Bacerac,0000,Total del Municipio,1120,990,913,848
26,Sonora,011,Bacoachi,0000,Total del Municipio,1391,1233,1163,1096
26,Sonora,012,Bácum,0000,Total del Municipio,21372,18601,17457,16252
26,Sonora,013,Banámichi,0000,Total del Municipio,1676,1474,1372,1278
26,Sonora,014,Baviácora,0000,Total del Municipio,2998,2673,2484,2311
26,Sonora,015,Bavispe,0000,Total del Municipio,1060,918,846,785
26,Sonora,016,Benjamín Hill,0000,Total del Municipio,4584,3963,3696,3450
26,Sonora,017,Caborca,0000,Total del Municipio,82001,70449,65380,60687
26,Sonora,018,Cajeme,0000,Total del Municipio,406081,358212,336567,315076
26,Sonora,019,Cananea,0000,Total del Municipio,35971,30811,28564,26592
26,Sonora,020,Carbó,0000,Total del Municipio,4538,3876,3590,3324
26,Sonora,021,La Colorada,0000,Total del Municipio,1739,1540,1463,1399
26,Sonora,022,Cucurpe,0000,Total del Municipio,818,734,672,632
26,Sonora,023,Cumpas,0000,Total del Municipio,5485,4832,4523,4221
26,Sonora,024,Divisaderos,0000,Total del Municipio,706,609,573,539
26,Sonora,025,Empalme,0000,Total del Municipio,47102,41109,38453,35864
26,Sonora,026,Etchojoa,0000,Total del Municipio,56471,49301,45842,42262
26,Sonora,027,Fronteras,0000,Total del Municipio,8268,6918,6351,5820
26,Sonora,028,Granados,0000,Total del Municipio,954,840,788,724
26,Sonora,029,Guaymas,0000,Total del Municipio,144573,126069,118202,110380
26,Sonora,030,Hermosillo,0000,Total del Municipio,869786,761312,713519,667356
26,Sonora,031,Huachinera,0000,Total del Municipio,1106,989,926,847
26,Sonora,032,Huásabas,0000,Total del Municipio,846,763,710,653
26,Sonora,033,Huatabampo,0000,Total del Municipio,71749,63365,59361,55168
26,Sonora,034,Huépac,0000,Total del Municipio,879,787,739,690
26,Sonora,035,Imuris,0000,Total del Municipio,11380,9810,9048,8380
26,Sonora,036,Magdalena,0000,Total del Municipio,30490,26291,24413,22499
26,Sonora,037,Mazatán,0000,Total del Municipio,1047,947,903,849
26,Sonora,038,Moctezuma,0000,Total del Municipio,4777,4228,3985,3652
26,Sonora,039,Naco,0000,Total del Municipio,5266,4429,4057,3699
26,Sonora,040,Nácori Chico,0000,Total del Municipio,1415,1255,1167,1099
26,Sonora,041,Nacozari de García,0000,Total del Municipio,13189,11236,10364,9560
26,Sonora,042,Navojoa,0000,Total del Municipio,151987,133774,125054,116251
26,Sonora,043,Nogales,0000,Total del Municipio,243883,209847,194383,179873
26,Sonora,044,Onavas,0000,Total del Municipio,333,301,281,261
26,Sonora,045,Opodepe,0000,Total del Municipio,2299,2009,1876,1768
26,Sonora,046,Oquitoa,0000,Total del Municipio,465,420,398,384
26,Sonora,047,Pitiquito,0000,Total del Municipio,8425,7363,6870,6413
26,Sonora,048,Puerto Peñasco,0000,Total del Municipio,57697,49286,45488,42080
26,Sonora,049,Quiriego,0000,Total del Municipio,2833,2445,2291,2103
26,Sonora,050,Rayón,0000,Total del Municipio,1397,1251,1185,1120
26,Sonora,051,Rosario,0000,Total del Municipio,4436,3842,3579,3347
26,Sonora,052,Sahuaripa,0000,Total del Municipio,4921,4339,4071,3822
26,Sonora,053,San Felipe de Jesús,0000,Total del Municipio,336,287,274,262
26,Sonora,054,San Javier,0000,Total del Municipio,487,399,366,345
26,Sonora,055,San Luis Río Colorado,0000,Total del Municipio,183557,159197,148312,137639
26,Sonora,056,San Miguel de Horcasitas,0000,Total del Municipio,9576,8085,7386,6676
26,Sonora,057,San Pedro de la Cueva,0000,Total del Municipio,1357,1233,1185,1118
26,Sonora,058,Santa Ana,0000,Total del Municipio,14929,12959,12074,11170
26,Sonora,059,Santa Cruz,0000,Total del Municipio,1661,1409,1314,1236
26,Sonora,060,Sáric,0000,Total del Municipio,1894,1640,1518,1397
26,Sonora,061,Soyopa,0000,Total del Municipio,1272,1116,1048,1013
26,Sonora,062,Suaqui Grande,0000,Total del Municipio,1047,932,873,812
26,Sonora,063,Tepache,0000,Total del Municipio,1127,1019,960,901
26,Sonora,064,Trincheras,0000,Total del Municipio,1266,1110,1039,975
26,Sonora,065,Tubutama,0000,Total del Municipio,1370,1216,1144,1076
26,Sonora,066,Ures,0000,Total del Municipio,8054,7271,6874,6445
26,Sonora,067,Villa Hidalgo,0000,Total del Municipio,1359,1185,1094,1029
26,Sonora,068,Villa Pesqueira,0000,Total del Municipio,998,912,862,812
26,Sonora,069,Yécora,0000,Total del Municipio,4390,3774,3493,3248
26,Sonora,070,General Plutarco Elías Calles,0000,Total del Municipio,12412,10328,9463,8653
26,Sonora,071,Benito Juárez,0000,Total del Municipio,19824,17221,16037,14845
26,Sonora,072,San Ignacio Río Muerto,0000,Total del Municipio,13087,11323,10528,9751
27,Tabasco,001,Balancán,0000,Total del Municipio,53167,45093,41664,38395
27,Tabasco,002,Cárdenas,0000,Total del Municipio,220076,185345,170736,156903
27,Tabasco,003,Centla,0000,Total del Municipio,97880,82037,75356,68920
27,Tabasco,004,Centro,0000,Total del Municipio,632643,554080,520458,487379
27,Tabasco,005,Comalcalco,0000,Total del Municipio,195571,166619,154178,142471
27,Tabasco,006,Cunduacán,0000,Total del Municipio,124353,105284,97178,89690
27,Tabasco,007,Emiliano Zapata,0000,Total del Municipio,29551,25489,23694,22010
27,Tabasco,008,Huimanguillo,0000,Total del Municipio,171162,143313,131776,120624
27,Tabasco,009,Jalapa,0000,Total del Municipio,34930,30287,28281,26431
27,Tabasco,010,Jalpa de Méndez,0000,Total del Municipio,83193,70788,65506,60393
27,Tabasco,011,Jonuta,0000,Total del Municipio,27943,23780,22153,20484
27,Tabasco,012,Macuspana,0000,Total del Municipio,144318,123075,114126,105466
27,Tabasco,013,Nacajuca,0000,Total del Municipio,137603,117820,109765,102358
27,Tabasco,014,Paraíso,0000,Total del Municipio,88670,76256,70963,65934
27,Tabasco,015,Tacotalpa,0000,Total del Municipio,43628,37024,34252,31445
27,Tabasco,016,Teapa,0000,Total del Municipio,53424,46100,42963,39845
27,Tabasco,017,Tenosique,0000,Total del Municipio,56733,48514,45040,41455
28,Tamaulipas,001,Abasolo,0000,Total del Municipio,9085,7810,7257,6704
28,Tamaulipas,002,Aldama,0000,Total del Municipio,26438,22713,21102,19694
28,Tamaulipas,003,Altamira,0000,Total del Municipio,248077,213434,198677,184666
28,Tamaulipas,004,Antiguo Morelos,0000,Total del Municipio,8169,7121,6619,6207
28,Tamaulipas,005,Burgos,0000,Total del Municipio,3922,3447,3240,3051
28,Tamaulipas,006,Bustamante,0000,Total del Municipio,6827,5747,5281,4846
28,Tamaulipas,007,Camargo,0000,Total del Municipio,15346,13470,12676,11967
28,Tamaulipas,008,Casas,0000,Total del Municipio,3752,3169,2870,2657
28,Tamaulipas,009,Ciudad Madero,0000,Total del Municipio,193629,174323,165518,156417
28,Tamaulipas,010,Cruillas,0000,Total del Municipio,1549,1346,1272,1201
28,Tamaulipas,011,Gómez Farías,0000,Total del Municipio,7634,6778,6362,5956
28,Tamaulipas,012,González,0000,Total del Municipio,37936,32472,30040,27853
28,Tamaulipas,013,Güémez,0000,Total del Municipio,13700,11856,11059,10329
28,Tamaulipas,014,Guerrero,0000,Total del Municipio,3589,3246,3120,3005
28,Tamaulipas,015,Gustavo Díaz Ordaz,0000,Total del Municipio,14326,12470,11637,10943
28,Tamaulipas,016,Hidalgo,0000,Total del Municipio,15700,13806,12981,12161
28,Tamaulipas,017,Jaumave,0000,Total del Municipio,14519,12445,11547,10695
28,Tamaulipas,018,Jiménez,0000,Total del Municipio,5900,5186,4796,4441
28,Tamaulipas,019,Llera,0000,Total del Municipio,13620,12015,11232,10485
28,Tamaulipas,020,Mainero,0000,Total del Municipio,1907,1687,1587,1478
28,Tamaulipas,021,El Mante,0000,Total del Municipio,98901,87627,82357,77023
28,Tamaulipas,022,Matamoros,0000,Total del Municipio,498147,432267,403834,375893
28,Tamaulipas,023,Méndez,0000,Total del Municipio,3930,3408,3214,3015
28,Tamaulipas,024,Mier,0000,Total del Municipio,6046,5526,5277,5030
28,Tamaulipas,025,Miguel Alemán,0000,Total del Municipio,24580,22183,21232,20232
28,Tamaulipas,026,Miquihuana,0000,Total del Municipio,3273,2782,2564,2363
28,Tamaulipas,027,Nuevo Laredo,0000,Total del Municipio,389863,335130,311814,289100
28,Tamaulipas,028,Nuevo Morelos,0000,Total del Municipio,3450,2923,2713,2545
28,Tamaulipas,029,Ocampo,0000,Total del Municipio,12182,10518,9813,9156
28,Tamaulipas,030,Padilla,0000,Total del Municipio,12503,10802,9999,9262
28,Tamaulipas,031,Palmillas,0000,Total del Municipio,1754,1507,1412,1305
28,Tamaulipas,032,Reynosa,0000,Total del Municipio,644207,556647,519335,485131
28,Tamaulipas,033,Río Bravo,0000,Total del Municipio,121188,104416,97009,89989
28,Tamaulipas,034,San Carlos,0000,Total del Municipio,6940,6102,5720,5335
28,Tamaulipas,035,San Fernando,0000,Total del Municipio,46811,40222,37281,34611
28,Tamaulipas,036,San Nicolás,0000,Total del Municipio,847,732,670,615
28,Tamaulipas,037,Soto la Marina,0000,Total del Municipio,21796,18932,17606,16401
28,Tamaulipas,038,Tampico,0000,Total del Municipio,278896,250575,238112,224943
28,Tamaulipas,039,Tula,0000,Total del Municipio,25433,21452,19804,18321
28,Tamaulipas,040,Valle Hermoso,0000,Total del Municipio,55255,47822,44667,41520
28,Tamaulipas,041,Victoria,0000,Total del Municipio,323526,283699,266161,248837
28,Tamaulipas,042,Villagrán,0000,Total del Municipio,4955,4308,4051,3825
28,Tamaulipas,043,Xicoténcatl,0000,Total del Municipio,20633,18171,17026,15953
29,Tlaxcala,001,Amaxac de Guerrero,0000,Total del Municipio,10571,9168,8609,7992
29,Tlaxcala,002,Apetatitlán de Antonio Carvajal,0000,Total del Municipio,14762,12741,11940,11156
29,Tlaxcala,003,Atlangatepec,0000,Total del Municipio,6444,5458,5068,4668
29,Tlaxcala,004,Atltzayanca,0000,Total del Municipio,16382,13950,12906,11837
29,Tlaxcala,005,Apizaco,0000,Total del Municipio,74786,65813,61888,57756
29,Tlaxcala,006,Calpulalpan,0000,Total del Municipio,46460,39761,36917,34023
29,Tlaxcala,007,El Carmen Tequexquitla,0000,Total del Municipio,15678,13209,12109,11055
29,Tlaxcala,008,Cuapiaxtla,0000,Total del Municipio,14726,12491,11491,10409
29,Tlaxcala,009,Cuaxomulco,0000,Total del Municipio,5391,4641,4342,4000
29,Tlaxcala,010,Chiautempan,0000,Total del Municipio,66103,57489,53735,49776
29,Tlaxcala,011,Muñoz de Domingo Arenas,0000,Total del Municipio,4363,3729,3459,3197
29,Tlaxcala,012,Españita,0000,Total del Municipio,8452,7181,6656,6111
29,Tlaxcala,013,Huamantla,0000,Total del Municipio,89431,76443,70484,64650
29,Tlaxcala,014,Hueyotlipan,0000,Total del Municipio,13848,11809,10964,10154
29,Tlaxcala,015,Ixtacuixtla de Mariano Matamoros,0000,Total del Municipio,35823,31093,29121,27091
29,Tlaxcala,016,Ixtenco,0000,Total del Municipio,6933,6006,5620,5207
29,Tlaxcala,017,Mazatecochco de José María Morelos,0000,Total del Municipio,10426,8894,8249,7579
29,Tlaxcala,018,Contla de Juan Cuamatzi,0000,Total del Municipio,35435,30847,28744,26601
29,Tlaxcala,019,Tepetitla de Lardizábal,0000,Total del Municipio,20347,17593,16417,15063
29,Tlaxcala,020,Sanctórum de Lázaro Cárdenas,0000,Total del Municipio,8575,7321,6781,6296
29,Tlaxcala,021,Nanacamilpa de Mariano Arista,0000,Total del Municipio,17016,14600,13583,12610
29,Tlaxcala,022,Acuamanala de Miguel Hidalgo,0000,Total del Municipio,5840,5034,4693,4294
29,Tlaxcala,023,Natívitas,0000,Total del Municipio,23959,20697,19274,17907
29,Tlaxcala,024,Panotla,0000,Total del Municipio,26239,23086,21661,20146
29,Tlaxcala,025,San Pablo del Monte,0000,Total del Municipio,74734,63294,58399,53346
29,Tlaxcala,026,Santa Cruz Tlaxcala,0000,Total del Municipio,22291,19169,17779,16423
29,Tlaxcala,027,Tenancingo,0000,Total del Municipio,11711,10065,9400,8690
29,Tlaxcala,028,Teolocholco,0000,Total del Municipio,23052,19605,18113,16718
29,Tlaxcala,029,Tepeyanco,0000,Total del Municipio,12289,10599,9862,9075
29,Tlaxcala,030,Terrenate,0000,Total del Municipio,13854,11679,10705,9739
29,Tlaxcala,031,Tetla de la Solidaridad,0000,Total del Municipio,32319,27815,25794,23785
29,Tlaxcala,032,Tetlatlahuca,0000,Total del Municipio,12457,10865,10177,9496
29,Tlaxcala,033,Tlaxcala,0000,Total del Municipio,93535,83015,78080,73197
29,Tlaxcala,034,Tlaxco,0000,Total del Municipio,40939,34651,32062,29594
29,Tlaxcala,035,Tocatlán,0000,Total del Municipio,5635,4864,4539,4201
29,Tlaxcala,036,Totolac,0000,Total del Municipio,20783,18220,17088,15950
29,Tlaxcala,037,Ziltlaltépec de Trinidad Sánchez Santos,0000,Total del Municipio,8271,6998,6449,5870
29,Tlaxcala,038,Tzompantepec,0000,Total del Municipio,16541,14348,13356,12279
29,Tlaxcala,039,Xaloztoc,0000,Total del Municipio,23293,19834,18327,16763
29,Tlaxcala,040,Xaltocan,0000,Total del Municipio,9733,8454,7895,7315
29,Tlaxcala,041,Papalotla de Xicohténcatl,0000,Total del Municipio,30432,26224,24420,22651
29,Tlaxcala,042,Xicohtzinco,0000,Total del Municipio,13075,11458,10726,9985
29,Tlaxcala,043,Yauhquemehcan,0000,Total del Municipio,38988,33949,31792,29539
29,Tlaxcala,044,Zacatelco,0000,Total del Municipio,41711,36236,33982,31600
29,Tlaxcala,045,Benito Juárez,0000,Total del Municipio,5615,4760,4375,4036
29,Tlaxcala,046,Emiliano Zapata,0000,Total del Municipio,4469,3743,3429,3114
29,Tlaxcala,047,Lázaro Cárdenas,0000,Total del Municipio,3184,2701,2501,2317
29,Tlaxcala,048,La Magdalena Tlaltelulco,0000,Total del Municipio,1569,1356,1243,1140
29,Tlaxcala,049,San Damián Texóloc,0000,Total del Municipio,5400,4750,4466,4159
29,Tlaxcala,050,San Francisco Tetlanohcan,0000,Total del Municipio,10712,9205,8554,7903
29,Tlaxcala,051,San Jerónimo Zacualpan,0000,Total del Municipio,3750,3277,3087,2885
29,Tlaxcala,052,San José Teacalco,0000,Total del Municipio,5897,5062,4644,4252
29,Tlaxcala,053,San Juan Huactzinco,0000,Total del Municipio,6982,6024,5636,5228
29,Tlaxcala,054,San Lorenzo Axocomanitla,0000,Total del Municipio,5261,4593,4297,4008
29,Tlaxcala,055,San Lucas Tecopilco,0000,Total del Municipio,2844,2460,2309,2152
29,Tlaxcala,056,Santa Ana Nopalucan,0000,Total del Municipio,7327,6278,5897,5504
29,Tlaxcala,057,Santa Apolonia Teacalco,0000,Total del Municipio,4225,3685,3459,3216
29,Tlaxcala,058,Santa Catarina Ayometla,0000,Total del Municipio,8670,7580,7092,6561
29,Tlaxcala,059,Santa Cruz Quilehtla,0000,Total del Municipio,7015,5946,5490,4994
29,Tlaxcala,060,Santa Isabel Xiloxoxtla,0000,Total del Municipio,5039,4347,4001,3649
30,Veracruz de Ignacio de la Llave,001,Acajete,0000,Total del Municipio,8865,7570,7026,6449
30,Veracruz de Ignacio de la Llave,002,Acatlán,0000,Total del Municipio,3110,2655,2477,2302
30,Veracruz de Ignacio de la Llave,003,Acayucan,0000,Total del Municipio,74650,65123,60985,56754
30,Veracruz de Ignacio de la Llave,004,Actopan,0000,Total del Municipio,39319,35179,33351,31489
30,Veracruz de Ignacio de la Llave,005,Acula,0000,Total del Municipio,4901,4311,4045,3773
30,Veracruz de Ignacio de la Llave,006,Acultzingo,0000,Total del Municipio,20841,17549,16168,14753
30,Veracruz de Ignacio de la Llave,007,Camarón de Tejeda,0000,Total del Municipio,6051,5295,4965,4646
30,Veracruz de Ignacio de la Llave,008,Alpatláhuac,0000,Total del Municipio,9195,7616,6935,6273
30,Veracruz de Ignacio de la Llave,009,Alto Lucero de Gutiérrez Barrios,0000,Total del Municipio,26495,23486,22096,20695
30,Veracruz de Ignacio de la Llave,010,Altotonga,0000,Total del Municipio,58045,48135,43937,39849
30,Veracruz de Ignacio de la Llave,011,Alvarado,0000,Total del Municipio,53728,48088,45541,42894
30,Veracruz de Ignacio de la Llave,012,Amatitlán,0000,Total del Municipio,7366,6617,6255,5876
30,Veracruz de Ignacio de la Llave,013,Naranjos Amatlán,0000,Total del Municipio,25001,22113,20844,19417
30,Veracruz de Ignacio de la Llave,014,Amatlán de los Reyes,0000,Total del Municipio,43753,38260,35844,33499
30,Veracruz de Ignacio de la Llave,015,Angel R. Cabada,0000,Total del Municipio,31557,28114,26541,24832
30,Veracruz de Ignacio de la Llave,016,La Antigua,0000,Total del Municipio,26788,23778,22388,20982
30,Veracruz de Ignacio de la Llave,017,Apazapan,0000,Total del Municipio,4380,3871,3663,3453
30,Veracruz de Ignacio de la Llave,018,Aquila,0000,Total del Municipio,1752,1413,1275,1158
30,Veracruz de Ignacio de la Llave,019,Astacinga,0000,Total del Municipio,6047,4839,4383,3978
30,Veracruz de Ignacio de la Llave,020,Atlahuilco,0000,Total del Municipio,10300,8669,7899,7093
30,Veracruz de Ignacio de la Llave,021,Atoyac,0000,Total del Municipio,21768,19016,17819,16724
30,Veracruz de Ignacio de la Llave,022,Atzacan,0000,Total del Municipio,20697,17558,16159,14704
30,Veracruz de Ignacio de la Llave,023,Atzalan,0000,Total del Municipio,44963,38232,35348,32446
30,Veracruz de Ignacio de la Llave,024,Tlaltetela,0000,Total del Municipio,14990,12729,11831,10888
30,Veracruz de Ignacio de la Llave,025,Ayahualulco,0000,Total del Municipio,24042,19343,17313,15537
30,Veracruz de Ignacio de la Llave,026,Banderilla,0000,Total del Municipio,24297,21179,19848,18394
30,Veracruz de Ignacio de la Llave,027,Benito Juárez,0000,Total del Municipio,14871,12898,11863,10768
30,Veracruz de Ignacio de la Llave,028,Boca del Río,0000,Total del Municipio,136619,124496,118937,113232
30,Veracruz de Ignacio de la Llave,029,Calcahualco,0000,Total del Municipio,12069,9811,8814,7819
30,Veracruz de Ignacio de la Llave,030,Camerino Z. Mendoza,0000,Total del Municipio,39040,34289,32141,29878
30,Veracruz de Ignacio de la Llave,031,Carrillo Puerto,0000,Total del Municipio,17181,14621,13635,12750
30,Veracruz de Ignacio de la Llave,032,Catemaco,0000,Total del Municipio,45378,39091,36439,33575
30,Veracruz de Ignacio de la Llave,033,Cazones de Herrera,0000,Total del Municipio,22305,19108,17801,16404
30,Veracruz de Ignacio de la Llave,034,Cerro Azul,0000,Total del Municipio,23480,20755,19529,18267
30,Veracruz de Ignacio de la Llave,035,Citlaltépetl,0000,Total del Municipio,10221,8778,8131,7505
30,Veracruz de Ignacio de la Llave,036,Coacoatzintla,0000,Total del Municipio,9993,8404,7727,7079
30,Veracruz de Ignacio de la Llave,037,Coahuitlán,0000,Total del Municipio,7418,6174,5664,5135
30,Veracruz de Ignacio de la Llave,038,Coatepec,0000,Total del Municipio,88065,78176,73450,68640
30,Veracruz de Ignacio de la Llave,039,Coatzacoalcos,0000,Total del Municipio,288236,255501,241948,228090
30,Veracruz de Ignacio de la Llave,040,Coatzintla,0000,Total del Municipio,51084,44606,41870,39152
30,Veracruz de Ignacio de la Llave,041,Coetzala,0000,Total del Municipio,2180,1891,1759,1620
30,Veracruz de Ignacio de la Llave,042,Colipa,0000,Total del Municipio,5331,4579,4270,3998
30,Veracruz de Ignacio de la Llave,043,Comapa,0000,Total del Municipio,18100,15500,14479,13481
30,Veracruz de Ignacio de la Llave,044,Córdoba,0000,Total del Municipio,190095,167341,157589,147651
30,Veracruz de Ignacio de la Llave,045,Cosamaloapan de Carpio,0000,Total del Municipio,51390,45525,42943,40399
30,Veracruz de Ignacio de la Llave,046,Cosautlán de Carvajal,0000,Total del Municipio,14866,12904,11956,11038
30,Veracruz de Ignacio de la Llave,047,Coscomatepec,0000,Total del Municipio,52844,43801,39861,35802
30,Veracruz de Ignacio de la Llave,048,Cosoleacaque,0000,Total del Municipio,121818,106551,100071,93447
30,Veracruz de Ignacio de la Llave,049,Cotaxtla,0000,Total del Municipio,20439,17853,16850,15798
30,Veracruz de Ignacio de la Llave,050,Coxquihui,0000,Total del Municipio,14873,12629,11613,10545
30,Veracruz de Ignacio de la Llave,051,Coyutla,0000,Total del Municipio,20942,17809,16450,15116
30,Veracruz de Ignacio de la Llave,052,Cuichapa,0000,Total del Municipio,10952,9394,8739,8159
30,Veracruz de Ignacio de la Llave,053,Cuitláhuac,0000,Total del Municipio,25853,22125,20656,19297
30,Veracruz de Ignacio de la Llave,054,Chacaltianguis,0000,Total del Municipio,10797,9576,9032,8501
30,Veracruz de Ignacio de la Llave,055,Chalma,0000,Total del Municipio,12469,10778,10035,9280
30,Veracruz de Ignacio de la Llave,056,Chiconamel,0000,Total del Municipio,6101,5144,4690,4280
30,Veracruz de Ignacio de la Llave,057,Chiconquiaco,0000,Total del Municipio,12557,10466,9627,8733
30,Veracruz de Ignacio de la Llave,058,Chicontepec,0000,Total del Municipio,50077,44201,41374,38462
30,Veracruz de Ignacio de la Llave,059,Chinameca,0000,Total del Municipio,20792,18154,17034,15893
30,Veracruz de Ignacio de la Llave,060,Chinampa de Gorostiza,0000,Total del Municipio,14988,12928,11977,11054
30,Veracruz de Ignacio de la Llave,061,Las Choapas,0000,Total del Municipio,72665,60916,56188,51677
30,Veracruz de Ignacio de la Llave,062,Chocamán,0000,Total del Municipio,18936,16151,14960,13790
30,Veracruz de Ignacio de la Llave,063,Chontla,0000,Total del Municipio,12388,10920,10161,9283
30,Veracruz de Ignacio de la Llave,064,Chumatlán,0000,Total del Municipio,3648,3125,2882,2637
30,Veracruz de Ignacio de la Llave,065,Emiliano Zapata,0000,Total del Municipio,79929,70246,66068,61924
30,Veracruz de Ignacio de la Llave,066,Espinal,0000,Total del Municipio,24557,21074,19571,18015
30,Veracruz de Ignacio de la Llave,067,Filomeno Mata,0000,Total del Municipio,16883,13481,11896,10318
30,Veracruz de Ignacio de la Llave,068,Fortín,0000,Total del Municipio,61883,54577,51255,47804
30,Veracruz de Ignacio de la Llave,069,Gutiérrez Zamora,0000,Total del Municipio,22522,19919,18802,17590
30,Veracruz de Ignacio de la Llave,070,Hidalgotitlán,0000,Total del Municipio,16524,14064,13086,12056
30,Veracruz de Ignacio de la Llave,071,Huatusco,0000,Total del Municipio,55086,47259,43913,40555
30,Veracruz de Ignacio de la Llave,072,Huayacocotla,0000,Total del Municipio,19749,16761,15398,14095
30,Veracruz de Ignacio de la Llave,073,Hueyapan de Ocampo,0000,Total del Municipio,38332,33185,30787,28340
30,Veracruz de Ignacio de la Llave,074,Huiloapan de Cuauhtémoc,0000,Total del Municipio,6773,5923,5531,5125
30,Veracruz de Ignacio de la Llave,075,Ignacio de la Llave,0000,Total del Municipio,15449,13496,12700,11849
30,Veracruz de Ignacio de la Llave,076,Ilamatlán,0000,Total del Municipio,12108,10157,9253,8396
30,Veracruz de Ignacio de la Llave,077,Isla,0000,Total del Municipio,39516,34160,31985,29802
30,Veracruz de Ignacio de la Llave,078,Ixcatepec,0000,Total del Municipio,11524,10143,9505,8816
30,Veracruz de Ignacio de la Llave,079,Ixhuacán de los Reyes,0000,Total del Municipio,10311,8736,8124,7468
30,Veracruz de Ignacio de la Llave,080,Ixhuatlán del Café,0000,Total del Municipio,20994,17840,16492,15159
30,Veracruz de Ignacio de la Llave,081,Ixhuatlancillo,0000,Total del Municipio,25271,21892,20352,18842
30,Veracruz de Ignacio de la Llave,082,Ixhuatlán del Sureste,0000,Total del Municipio,14535,12608,11835,11039
30,Veracruz de Ignacio de la Llave,083,Ixhuatlán de Madero,0000,Total del Municipio,46983,40826,37900,34730
30,Veracruz de Ignacio de la Llave,084,Ixmatlahuacan,0000,Total del Municipio,5229,4668,4383,4142
30,Veracruz de Ignacio de la Llave,085,Ixtaczoquitlán,0000,Total del Municipio,68711,59747,55878,51970
30,Veracruz de Ignacio de la Llave,086,Jalacingo,0000,Total del Municipio,41689,34476,31487,28485
30,Veracruz de Ignacio de la Llave,087,Xalapa,0000,Total del Municipio,458311,409265,387794,364713
30,Veracruz de Ignacio de la Llave,088,Jalcomulco,0000,Total del Municipio,4765,4256,4055,3803
30,Veracruz de Ignacio de la Llave,089,Jáltipan,0000,Total del Municipio,35955,31824,29977,28122
30,Veracruz de Ignacio de la Llave,090,Jamapa,0000,Total del Municipio,10283,9035,8540,8052
30,Veracruz de Ignacio de la Llave,091,Jesús Carranza,0000,Total del Municipio,25812,22029,20477,18904
30,Veracruz de Ignacio de la Llave,092,Xico,0000,Total del Municipio,36545,31593,29377,27165
30,Veracruz de Ignacio de la Llave,093,Jilotepec,0000,Total del Municipio,15442,13494,12674,11803
30,Veracruz de Ignacio de la Llave,094,Juan Rodríguez Clara,0000,Total del Municipio,35348,30462,28508,26597
30,Veracruz de Ignacio de la Llave,095,Juchique de Ferrer,0000,Total del Municipio,13990,12147,11320,10552
30,Veracruz de Ignacio de la Llave,096,Landero y Coss,0000,Total del Municipio,1406,1244,1188,1131
30,Veracruz de Ignacio de la Llave,097,Lerdo de Tejada,0000,Total del Municipio,18074,16324,15449,14567
30,Veracruz de Ignacio de la Llave,098,Magdalena,0000,Total del Municipio,2941,2467,2236,2019
30,Veracruz de Ignacio de la Llave,099,Maltrata,0000,Total del Municipio,16560,13938,12838,11786
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,0000,Total del Municipio,22451,19801,18653,17531
30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,0000,Total del Municipio,35306,29702,27412,25004
30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,0000,Total del Municipio,99691,87146,81762,76170
30,Veracruz de Ignacio de la Llave,103,Mecatlán,0000,Total del Municipio,11561,9501,8553,7612
30,Veracruz de Ignacio de la Llave,104,Mecayapan,0000,Total del Municipio,15594,13343,12311,11299
30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,0000,Total del Municipio,88888,78338,73968,69645
30,Veracruz de Ignacio de la Llave,106,Miahuatlán,0000,Total del Municipio,4369,3675,3383,3077
30,Veracruz de Ignacio de la Llave,107,Las Minas,0000,Total del Municipio,2616,2169,1960,1753
30,Veracruz de Ignacio de la Llave,108,Minatitlán,0000,Total del Municipio,134837,119073,112288,105155
30,Veracruz de Ignacio de la Llave,109,Misantla,0000,Total del Municipio,61212,53315,49975,46520
30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,0000,Total del Municipio,10790,8976,7996,7156
30,Veracruz de Ignacio de la Llave,111,Moloacán,0000,Total del Municipio,15164,13056,12180,11321
30,Veracruz de Ignacio de la Llave,112,Naolinco,0000,Total del Municipio,21180,18487,17380,16171
30,Veracruz de Ignacio de la Llave,113,Naranjal,0000,Total del Municipio,4202,3605,3340,3072
30,Veracruz de Ignacio de la Llave,114,Nautla,0000,Total del Municipio,9493,8443,7961,7497
